Load_ID,Name,Gender,Married,Dependent,Education,Self_Employed,Application_No,Loan_Amount
LID1393,Emily,Female,No,2,Not Graduate,Yes,APP5393,126652.0
LID1394,Emily,Female,,2,Graduate,Yes,APP5394,10268.0
LID1395,Alice,Male,No,2,Graduate,Yes,APP5395,396892.0
LID1396,Sophia,Female,Yes,3+,Not Graduate,No,APP5396,428485.0
LID1397,Daniel,Female,,1,Not Graduate,No,APP5397,302821.0
LID1398,Michael,Female,No,1,Graduate,No,APP5398,
LID1399,Olivia,Male,,1,Not Graduate,No,APP5399,462837.0
LID1400,Bob,Male,No,0,Graduate,Yes,APP5400,431047.0
LID1401,Emily,Male,No,0,Graduate,Yes,APP5401,34703.0
LID1402,Bob,Male,Yes,,Not Graduate,Yes,APP5402,99682.0
LID1403,Bob,Male,No,,Not Graduate,Yes,APP5403,169692.0
LID1404,Michael,Male,,3+,Graduate,Yes,APP5404,348518.0
LID1405,John,Female,Yes,2,Graduate,No,APP5405,158308.0
LID1406,Bob,Female,No,0,Graduate,No,APP5406,213571.0
LID1407,Sophia,Female,Yes,,Not Graduate,,APP5407,69160.0
LID1408,Michael,Female,No,,Graduate,No,APP5408,45044.0
LID1409,Emily,Male,No,1,Not Graduate,Yes,APP5409,290027.0
LID1410,David,Male,Yes,0,Not Graduate,Yes,APP5410,374756.0
LID1411,Bob,Male,No,0,Graduate,No,APP5411,192148.0
LID1412,Alice,Female,No,,Graduate,Yes,APP5412,455237.0
LID1413,Michael,Male,No,3+,Not Graduate,Yes,APP5413,378887.0
LID1414,John,Male,Yes,1,Not Graduate,No,APP5414,197378.0
LID1415,Emma,Female,,1,Not Graduate,Yes,APP5415,158450.0
LID1416,Emily,Female,Yes,3+,Graduate,Yes,APP5416,133034.0
LID1417,Emily,Male,No,0,Graduate,Yes,APP5417,145265.0
LID1418,Emma,Female,No,2,Graduate,No,APP5418,288859.0
LID1419,Sophia,Female,Yes,2,Not Graduate,Yes,APP5419,33310.0
LID1420,David,Female,No,0,Not Graduate,,APP5420,220395.0
LID1421,Emily,Male,No,0,Graduate,Yes,APP5421,331039.0
LID1422,Emily,Male,Yes,2,Not Graduate,No,APP5422,46128.0
LID1423,John,Female,No,2,Not Graduate,,APP5423,76896.0
LID1424,Emily,Female,Yes,2,Graduate,No,APP5424,278151.0
LID1425,Michael,Female,Yes,0,Graduate,No,APP5425,393973.0
LID1426,Sophia,Female,Yes,1,Not Graduate,Yes,APP5426,69355.0
LID1427,David,Female,Yes,1,Not Graduate,Yes,APP5427,433018.0
LID1428,Alice,Male,No,0,Not Graduate,Yes,APP5428,23804.0
LID1429,David,Male,Yes,3+,Graduate,Yes,APP5429,371132.0
LID1430,Sophia,Female,Yes,0,Not Graduate,Yes,APP5430,405656.0
LID1431,Daniel,Female,Yes,2,Graduate,No,APP5431,64893.0
LID1432,Michael,Male,No,0,Graduate,No,APP5432,
LID1433,Daniel,Female,No,,Not Graduate,,APP5433,146714.0
LID1434,Sophia,Female,Yes,3+,Graduate,No,APP5434,206419.0
LID1435,John,Male,Yes,,Not Graduate,Yes,APP5435,49298.0
LID1436,Alice,Female,Yes,0,Not Graduate,Yes,APP5436,453043.0
LID1437,David,Male,No,3+,Graduate,No,APP5437,264709.0
LID1438,Bob,Female,No,2,Graduate,No,APP5438,
LID1439,Olivia,Female,Yes,0,Not Graduate,Yes,APP5439,237794.0
LID1440,David,Male,No,3+,Not Graduate,Yes,APP5440,
LID1441,John,Female,No,3+,Graduate,Yes,APP5441,101692.0
LID1442,Alice,Male,Yes,0,Graduate,No,APP5442,284179.0
LID1443,Olivia,Male,No,0,Graduate,,APP5443,164985.0
LID1444,Michael,Female,No,3+,Not Graduate,No,APP5444,
LID1445,Sophia,Female,Yes,2,Graduate,Yes,APP5445,496375.0
LID1446,Sophia,Male,No,2,Not Graduate,No,APP5446,
LID1447,Michael,Female,Yes,0,Graduate,Yes,APP5447,473277.0
LID1448,Olivia,Female,Yes,2,Not Graduate,No,APP5448,439193.0
LID1449,Daniel,Female,No,,Graduate,No,APP5449,429801.0
LID1450,Alice,Female,No,2,Not Graduate,No,APP5450,118531.0
LID1451,Michael,Male,No,1,Not Graduate,Yes,APP5451,183753.0
LID1452,Olivia,Female,No,3+,Not Graduate,Yes,APP5452,330860.0
LID1453,Emily,Female,No,2,Not Graduate,No,APP5453,229158.0
LID1454,David,Female,Yes,0,Not Graduate,Yes,APP5454,491836.0
LID1455,John,Male,,2,Not Graduate,Yes,APP5455,34946.0
LID1456,Michael,Male,Yes,3+,Not Graduate,Yes,APP5456,295085.0
LID1457,John,Female,Yes,1,Not Graduate,Yes,APP5457,383167.0
LID1458,Daniel,Female,No,,Not Graduate,,APP5458,155690.0
LID1459,Daniel,Male,Yes,,Graduate,No,APP5459,496769.0
LID1460,Emily,Female,No,1,Graduate,Yes,APP5460,227211.0
LID1461,Sophia,Male,Yes,0,Graduate,No,APP5461,302954.0
LID1462,Michael,,No,2,Not Graduate,Yes,APP5462,141367.0
LID1463,Alice,Female,Yes,3+,Not Graduate,Yes,APP5463,204906.0
LID1464,Sophia,Male,No,0,Graduate,Yes,APP5464,489788.0
LID1465,Olivia,Male,No,,Graduate,Yes,APP5465,480902.0
LID1466,Sophia,Female,Yes,,Graduate,No,APP5466,
LID1467,Alice,Female,No,0,Not Graduate,Yes,APP5467,148860.0
LID1468,David,Female,No,1,Not Graduate,Yes,APP5468,136036.0
LID1469,Daniel,Female,Yes,3+,Graduate,Yes,APP5469,160097.0
LID1470,David,Male,,1,Graduate,No,APP5470,211884.0
LID1471,Michael,Male,No,1,Not Graduate,No,APP5471,
LID1472,Sophia,Female,No,0,Graduate,No,APP5472,145901.0
LID1473,Michael,Male,Yes,3+,Not Graduate,Yes,APP5473,415216.0
LID1474,David,Female,Yes,3+,Graduate,Yes,APP5474,409521.0
LID1475,Daniel,Male,Yes,0,Graduate,Yes,APP5475,70172.0
LID1476,Bob,Female,Yes,1,Not Graduate,Yes,APP5476,351437.0
LID1477,Emily,Female,Yes,,Not Graduate,No,APP5477,143683.0
LID1478,Michael,Male,Yes,2,Graduate,Yes,APP5478,237683.0
LID1479,Michael,,No,0,Graduate,,APP5479,235639.0
LID1480,Bob,Male,No,1,Graduate,No,APP5480,
LID1481,Olivia,Female,No,0,Not Graduate,No,APP5481,
LID1482,Olivia,Male,,0,Not Graduate,Yes,APP5482,339361.0
LID1483,David,Male,Yes,1,Not Graduate,No,APP5483,119212.0
LID1484,Michael,Female,,,Not Graduate,,APP5484,308861.0
LID1485,Daniel,Male,Yes,2,Not Graduate,,APP5485,149937.0
LID1486,John,Male,No,3+,Not Graduate,No,APP5486,294117.0
LID1487,David,Female,No,1,Graduate,Yes,APP5487,38577.0
LID1488,David,Female,,1,Graduate,Yes,APP5488,140269.0
LID1489,Emily,Female,Yes,1,Graduate,Yes,APP5489,149779.0
LID1490,Michael,Female,Yes,0,Not Graduate,No,APP5490,264485.0
LID1491,Olivia,Female,Yes,3+,Graduate,Yes,APP5491,335478.0
LID1492,Olivia,Male,No,2,Not Graduate,No,APP5492,461780.0
LID1493,Sophia,Female,,3+,Not Graduate,,APP5493,30994.0
LID1494,Emma,Male,Yes,0,Graduate,No,APP5494,348199.0
LID1495,Emma,Female,No,3+,Graduate,No,APP5495,
LID1496,Emma,Male,Yes,0,Not Graduate,No,APP5496,456186.0
LID1497,Emily,Female,No,0,Graduate,Yes,APP5497,171374.0
LID1498,Daniel,Female,Yes,,Graduate,No,APP5498,
LID1499,Emma,Female,No,0,Not Graduate,No,APP5499,36883.0
LID1500,Bob,Female,Yes,2,Graduate,No,APP5500,140819.0
LID1501,Alice,Female,No,3+,Graduate,No,APP5501,13450.0
LID1502,David,Male,Yes,1,Not Graduate,Yes,APP5502,454571.0
LID1503,Daniel,Female,No,2,Not Graduate,Yes,APP5503,288346.0
LID1504,Olivia,Male,,3+,Not Graduate,No,APP5504,319876.0
LID1505,Sophia,Female,No,1,Not Graduate,,APP5505,62233.0
LID1506,Alice,Female,No,0,Not Graduate,No,APP5506,237685.0
LID1507,Emily,Female,No,3+,Not Graduate,Yes,APP5507,45606.0
LID1508,David,Female,Yes,0,Not Graduate,No,APP5508,175807.0
LID1509,Emily,Male,Yes,2,Graduate,No,APP5509,439707.0
LID1510,Emily,Male,Yes,0,Graduate,No,APP5510,223087.0
LID1511,Bob,Male,Yes,1,Not Graduate,Yes,APP5511,228595.0
LID1512,John,Female,Yes,0,Not Graduate,No,APP5512,80014.0
LID1513,John,Male,Yes,1,Not Graduate,No,APP5513,
LID1514,Emily,Male,No,1,Graduate,Yes,APP5514,193894.0
LID1515,Emma,,Yes,1,Not Graduate,Yes,APP5515,218981.0
LID1516,Olivia,Male,No,1,Graduate,Yes,APP5516,201458.0
LID1517,Alice,Female,Yes,3+,Not Graduate,Yes,APP5517,159173.0
LID1518,Emma,Male,Yes,1,Not Graduate,,APP5518,89050.0
LID1519,Michael,Female,,0,Graduate,No,APP5519,157501.0
LID1520,Olivia,Male,Yes,,Not Graduate,Yes,APP5520,483083.0
LID1521,Emily,Male,,1,Not Graduate,No,APP5521,60696.0
LID1522,Michael,Male,,2,Graduate,Yes,APP5522,428642.0
LID1523,Emma,Male,Yes,3+,Not Graduate,Yes,APP5523,380268.0
LID1524,Michael,Male,Yes,,Not Graduate,Yes,APP5524,271433.0
LID1525,Emily,Male,No,1,Graduate,Yes,APP5525,378733.0
LID1526,Bob,Male,No,0,Graduate,Yes,APP5526,117653.0
LID1527,John,Female,Yes,0,Graduate,No,APP5527,310495.0
LID1528,Alice,Male,Yes,,Not Graduate,Yes,APP5528,
LID1529,Michael,Female,Yes,3+,Graduate,Yes,APP5529,204800.0
LID1530,Emily,Male,Yes,2,Graduate,Yes,APP5530,345374.0
LID1531,Bob,Male,Yes,2,Graduate,Yes,APP5531,45533.0
LID1532,Daniel,Female,Yes,0,Graduate,No,APP5532,122745.0
LID1533,Emma,Female,No,0,Graduate,Yes,APP5533,306171.0
LID1534,John,Male,No,3+,Not Graduate,Yes,APP5534,389801.0
LID1535,Daniel,Female,No,3+,Graduate,,APP5535,389327.0
LID1536,Emily,Male,Yes,0,Graduate,,APP5536,465576.0
LID1537,Alice,Female,Yes,3+,Graduate,No,APP5537,31964.0
LID1538,Emma,Male,No,,Graduate,Yes,APP5538,350609.0
LID1539,Bob,,No,1,Not Graduate,No,APP5539,236220.0
LID1540,Emma,Female,Yes,3+,Graduate,No,APP5540,107248.0
LID1541,Daniel,Male,No,2,Graduate,No,APP5541,158650.0
LID1542,Daniel,Female,Yes,1,Not Graduate,No,APP5542,177325.0
LID1543,Olivia,Female,Yes,2,Graduate,No,APP5543,407466.0
LID1544,Sophia,Male,Yes,1,Not Graduate,Yes,APP5544,126053.0
LID1545,Emma,Male,No,,Not Graduate,Yes,APP5545,397266.0
LID1546,Olivia,Male,Yes,2,Graduate,Yes,APP5546,368369.0
LID1547,Daniel,,No,3+,Not Graduate,,APP5547,389197.0
LID1548,Michael,Female,Yes,1,Graduate,Yes,APP5548,219919.0
LID1549,Daniel,Female,Yes,1,Not Graduate,No,APP5549,189541.0
LID1550,Emma,Male,No,1,Not Graduate,Yes,APP5550,45078.0
LID1551,Bob,Female,Yes,1,Graduate,No,APP5551,347533.0
LID1552,Emma,Male,Yes,1,Not Graduate,No,APP5552,125769.0
LID1553,Emma,Female,No,,Graduate,Yes,APP5553,224598.0
LID1554,David,Female,Yes,3+,Not Graduate,,APP5554,439016.0
LID1555,Emily,Female,Yes,1,Not Graduate,,APP5555,70683.0
LID1556,David,Female,Yes,3+,Not Graduate,Yes,APP5556,133421.0
LID1557,Daniel,Male,No,3+,Graduate,No,APP5557,218708.0
LID1558,Emma,Male,No,1,Graduate,No,APP5558,354124.0
LID1559,Emily,Female,Yes,3+,Graduate,No,APP5559,141461.0
LID1560,David,Female,Yes,1,Graduate,No,APP5560,184081.0
LID1561,Emma,Female,No,0,Not Graduate,,APP5561,47732.0
LID1562,Alice,Male,No,0,Graduate,Yes,APP5562,269779.0
LID1563,David,Male,No,,Graduate,,APP5563,306996.0
LID1564,Emily,Female,Yes,0,Not Graduate,Yes,APP5564,467129.0
LID1565,David,Male,No,3+,Graduate,No,APP5565,476792.0
LID1566,Sophia,Male,No,0,Graduate,Yes,APP5566,243063.0
LID1567,Sophia,Male,No,1,Not Graduate,No,APP5567,
LID1568,Daniel,Female,Yes,,Not Graduate,No,APP5568,143084.0
LID1569,Alice,Male,No,3+,Graduate,Yes,APP5569,377968.0
LID1570,Bob,Female,No,1,Graduate,Yes,APP5570,394469.0
LID1571,Bob,Female,No,1,Not Graduate,,APP5571,460846.0
LID1572,Emily,Female,No,0,Graduate,No,APP5572,
LID1573,Michael,Female,No,,Graduate,No,APP5573,366783.0
LID1574,Bob,Male,Yes,1,Graduate,No,APP5574,43280.0
LID1575,Emily,Female,Yes,0,Not Graduate,Yes,APP5575,459494.0
LID1576,Alice,Female,Yes,3+,Not Graduate,Yes,APP5576,208483.0
LID1577,Michael,Male,Yes,3+,Graduate,Yes,APP5577,190790.0
LID1578,Michael,Male,Yes,2,Not Graduate,No,APP5578,370391.0
LID1579,Sophia,,Yes,0,Graduate,Yes,APP5579,378284.0
LID1580,Daniel,Male,Yes,0,Not Graduate,Yes,APP5580,181584.0
LID1581,Emma,Male,No,2,Not Graduate,Yes,APP5581,475996.0
LID1582,Michael,Male,Yes,2,Not Graduate,No,APP5582,324164.0
LID1583,John,Female,No,2,Not Graduate,Yes,APP5583,383630.0
LID1584,Emily,,No,1,Graduate,No,APP5584,
LID1585,Michael,Male,Yes,0,Graduate,No,APP5585,191100.0
LID1586,Michael,Female,Yes,2,Graduate,No,APP5586,482455.0
LID1587,Olivia,Female,No,0,Graduate,Yes,APP5587,240800.0
LID1588,John,Female,Yes,2,Graduate,Yes,APP5588,233427.0
LID1589,Olivia,Male,Yes,0,Not Graduate,Yes,APP5589,255140.0
LID1590,Michael,Female,Yes,3+,Not Graduate,No,APP5590,389535.0
LID1591,Emma,Female,Yes,2,Graduate,No,APP5591,406581.0
LID1592,John,Male,Yes,0,Not Graduate,Yes,APP5592,434971.0
LID1593,Sophia,Male,Yes,1,Graduate,No,APP5593,48929.0
LID1594,David,Female,No,2,Not Graduate,Yes,APP5594,9080.0
LID1595,Michael,Female,Yes,0,Not Graduate,Yes,APP5595,198920.0
LID1596,Michael,Male,No,1,Not Graduate,Yes,APP5596,242778.0
LID1597,Daniel,Female,No,1,Graduate,No,APP5597,234945.0
LID1598,Daniel,Male,Yes,2,Not Graduate,No,APP5598,383815.0
LID1599,Olivia,Male,No,3+,Graduate,Yes,APP5599,410277.0
LID1600,Emily,,No,0,Not Graduate,Yes,APP5600,160896.0
LID1601,Emma,Male,Yes,3+,Graduate,Yes,APP5601,30316.0
LID1602,Emily,Male,No,0,Graduate,Yes,APP5602,475444.0
LID1603,David,Male,No,2,Not Graduate,No,APP5603,271457.0
LID1604,Michael,Male,No,2,Graduate,No,APP5604,228708.0
LID1605,Emma,Male,Yes,0,Graduate,No,APP5605,206362.0
LID1606,John,Male,No,3+,Graduate,No,APP5606,98541.0
LID1607,Michael,Male,Yes,,Not Graduate,Yes,APP5607,26985.0
LID1608,Sophia,Female,No,1,Not Graduate,Yes,APP5608,390155.0
LID1609,Michael,Female,Yes,0,Not Graduate,Yes,APP5609,388246.0
LID1610,Bob,Female,No,2,Graduate,No,APP5610,277176.0
LID1611,Emma,Male,No,1,Graduate,Yes,APP5611,466155.0
LID1612,Bob,Male,No,1,Graduate,Yes,APP5612,57149.0
LID1613,Olivia,Female,Yes,0,Not Graduate,No,APP5613,91818.0
LID1614,Daniel,Male,Yes,1,Graduate,No,APP5614,148575.0
LID1615,John,Female,Yes,3+,Graduate,Yes,APP5615,122248.0
LID1616,Michael,Male,,0,Not Graduate,Yes,APP5616,156245.0
LID1617,Olivia,Female,Yes,0,Not Graduate,Yes,APP5617,141015.0
LID1618,Olivia,Female,Yes,,Graduate,No,APP5618,400034.0
LID1619,John,Female,Yes,2,Graduate,Yes,APP5619,126464.0
LID1620,Alice,Female,No,2,Not Graduate,No,APP5620,78926.0
LID1621,Michael,Female,Yes,2,Not Graduate,No,APP5621,294492.0
LID1622,Bob,Male,No,3+,Graduate,,APP5622,400766.0
LID1623,Emma,Male,Yes,1,Graduate,Yes,APP5623,318729.0
LID1624,Bob,Male,No,2,Graduate,Yes,APP5624,471954.0
LID1625,John,Female,,2,Not Graduate,No,APP5625,423901.0
LID1626,David,Male,,2,Not Graduate,Yes,APP5626,261044.0
LID1627,Michael,Female,Yes,0,Not Graduate,Yes,APP5627,18514.0
LID1628,Sophia,Male,Yes,2,Not Graduate,Yes,APP5628,152764.0
LID1629,Emily,Female,Yes,1,Not Graduate,Yes,APP5629,304455.0
LID1630,Emma,Male,,1,Graduate,,APP5630,238216.0
LID1631,Sophia,Female,Yes,2,Not Graduate,,APP5631,440703.0
LID1632,Sophia,Male,No,1,Graduate,No,APP5632,486293.0
LID1633,Michael,Male,Yes,1,Graduate,Yes,APP5633,375316.0
LID1634,David,Male,No,0,Graduate,Yes,APP5634,67883.0
LID1635,Michael,Female,Yes,,Not Graduate,No,APP5635,231631.0
LID1636,David,Male,No,1,Graduate,Yes,APP5636,50541.0
LID1637,Alice,Male,Yes,2,Not Graduate,Yes,APP5637,150989.0
LID1638,Emma,Male,No,0,Graduate,Yes,APP5638,66059.0
LID1639,John,Female,Yes,2,Graduate,Yes,APP5639,426339.0
LID1640,Daniel,Male,No,3+,Not Graduate,Yes,APP5640,420928.0
LID1641,John,Male,No,1,Not Graduate,Yes,APP5641,43980.0
LID1642,Sophia,Female,Yes,0,Graduate,No,APP5642,270845.0
LID1643,Emily,Female,No,3+,Not Graduate,Yes,APP5643,242745.0
LID1644,Alice,Female,Yes,1,Not Graduate,No,APP5644,273878.0
LID1645,John,Female,No,2,Not Graduate,No,APP5645,43843.0
LID1646,John,Female,Yes,2,Not Graduate,No,APP5646,170051.0
LID1647,Emily,Female,Yes,2,Not Graduate,Yes,APP5647,25110.0
LID1648,Emily,Female,Yes,2,Graduate,No,APP5648,493829.0
LID1649,John,Male,,1,Not Graduate,Yes,APP5649,278309.0
LID1650,Olivia,Male,Yes,3+,Not Graduate,,APP5650,446152.0
LID1651,Bob,Male,No,0,Graduate,,APP5651,444161.0
LID1652,Emily,Female,No,0,Not Graduate,Yes,APP5652,23683.0
LID1653,Bob,Male,No,0,Not Graduate,No,APP5653,333878.0
LID1654,Emma,Female,No,3+,Graduate,Yes,APP5654,
LID1655,Alice,Male,No,1,Graduate,,APP5655,202241.0
LID1656,Olivia,Female,Yes,0,Graduate,Yes,APP5656,120453.0
LID1657,Emily,Female,No,1,Not Graduate,No,APP5657,144086.0
LID1658,Emma,Female,Yes,1,Graduate,No,APP5658,259021.0
LID1659,David,Female,Yes,2,Graduate,Yes,APP5659,389597.0
LID1660,Sophia,Female,No,0,Graduate,Yes,APP5660,74096.0
LID1661,Bob,Male,Yes,3+,Not Graduate,No,APP5661,464204.0
LID1662,Olivia,Male,Yes,0,Not Graduate,No,APP5662,275693.0
LID1663,Olivia,Male,Yes,3+,Not Graduate,Yes,APP5663,397925.0
LID1664,Alice,Female,No,2,Graduate,Yes,APP5664,232708.0
LID1665,Bob,Male,No,0,Graduate,No,APP5665,297414.0
LID1666,David,Male,Yes,2,Graduate,No,APP5666,377239.0
LID1667,Alice,,No,3+,Not Graduate,No,APP5667,224235.0
LID1668,Olivia,Female,No,2,Graduate,No,APP5668,326586.0
LID1669,John,Female,No,,Not Graduate,Yes,APP5669,311131.0
LID1670,David,Male,No,2,Not Graduate,No,APP5670,187821.0
LID1671,Olivia,,No,0,Not Graduate,No,APP5671,349426.0
LID1672,Michael,Male,No,3+,Not Graduate,Yes,APP5672,465267.0
LID1673,Michael,,No,3+,Graduate,Yes,APP5673,126578.0
LID1674,Emily,Female,No,2,Graduate,Yes,APP5674,355211.0
LID1675,Alice,,No,3+,Graduate,No,APP5675,422724.0
LID1676,Olivia,Female,Yes,3+,Not Graduate,No,APP5676,318441.0
LID1677,Emily,Male,No,0,Not Graduate,Yes,APP5677,257161.0
LID1678,Alice,Male,Yes,2,Graduate,No,APP5678,119782.0
LID1679,David,Male,No,2,Not Graduate,No,APP5679,466842.0
LID1680,Olivia,Female,Yes,,Graduate,Yes,APP5680,405522.0
LID1681,Alice,Female,Yes,3+,Graduate,No,APP5681,239447.0
LID1682,Olivia,Male,Yes,,Graduate,No,APP5682,352297.0
LID1683,John,Female,No,2,Not Graduate,No,APP5683,97376.0
LID1684,Sophia,Male,,3+,Not Graduate,No,APP5684,172198.0
LID1685,Daniel,Male,No,1,Graduate,Yes,APP5685,187231.0
LID1686,Michael,Male,,3+,Graduate,No,APP5686,374528.0
LID1687,Sophia,Male,,3+,Not Graduate,No,APP5687,467511.0
LID1688,Alice,Female,No,,Graduate,Yes,APP5688,426905.0
LID1689,Daniel,Female,No,2,Graduate,No,APP5689,320127.0
LID1690,Sophia,Male,Yes,3+,Not Graduate,Yes,APP5690,128134.0
LID1691,John,Male,Yes,0,Not Graduate,Yes,APP5691,
LID1692,Michael,Female,No,2,Graduate,Yes,APP5692,117777.0
LID1693,Emma,Female,,3+,Not Graduate,Yes,APP5693,415427.0
LID1694,Alice,Male,No,2,Not Graduate,No,APP5694,299784.0
LID1695,Michael,Male,Yes,3+,Graduate,Yes,APP5695,142156.0
LID1696,Sophia,Female,Yes,1,Graduate,,APP5696,220602.0
LID1697,Emma,Male,Yes,,Graduate,Yes,APP5697,236709.0
LID1698,Bob,Female,Yes,3+,Not Graduate,Yes,APP5698,141681.0
LID1699,Michael,Male,No,0,Graduate,No,APP5699,145675.0
LID1700,Bob,Female,No,2,Not Graduate,Yes,APP5700,119791.0
LID1701,Daniel,,Yes,3+,Not Graduate,,APP5701,434142.0
LID1702,David,Male,Yes,3+,Graduate,Yes,APP5702,
LID1703,Olivia,Female,No,0,Graduate,Yes,APP5703,121030.0
LID1704,Daniel,Female,No,0,Graduate,No,APP5704,92312.0
LID1705,Emma,Male,No,1,Graduate,Yes,APP5705,413709.0
LID1706,Emma,Female,Yes,1,Graduate,Yes,APP5706,326547.0
LID1707,Michael,Female,No,1,Graduate,Yes,APP5707,72746.0
LID1708,Olivia,Male,No,0,Graduate,,APP5708,15443.0
LID1709,David,Male,Yes,3+,Not Graduate,Yes,APP5709,16071.0
LID1710,Sophia,Female,No,2,Graduate,Yes,APP5710,52318.0
LID1711,Emily,Female,Yes,,Not Graduate,No,APP5711,179738.0
LID1712,Alice,Male,No,0,Graduate,Yes,APP5712,407046.0
LID1713,David,Female,No,1,Graduate,Yes,APP5713,38273.0
LID1714,Emma,Female,No,1,Not Graduate,No,APP5714,276921.0
LID1715,Emily,,Yes,2,Not Graduate,No,APP5715,285741.0
LID1716,Emma,Female,No,2,Graduate,Yes,APP5716,87309.0
LID1717,Olivia,Female,Yes,2,Not Graduate,Yes,APP5717,212369.0
LID1718,Olivia,Female,No,,Graduate,,APP5718,125237.0
LID1719,Michael,Female,,1,Not Graduate,Yes,APP5719,89622.0
LID1720,Sophia,Female,Yes,,Not Graduate,Yes,APP5720,178802.0
LID1721,John,Male,Yes,2,Not Graduate,No,APP5721,294905.0
LID1722,Emma,Male,No,3+,Not Graduate,No,APP5722,497837.0
LID1723,Sophia,Male,Yes,1,Graduate,No,APP5723,
LID1724,Bob,Female,No,1,Not Graduate,No,APP5724,400901.0
LID1725,Emma,Male,Yes,1,Not Graduate,No,APP5725,58750.0
LID1726,Emily,,No,0,Not Graduate,No,APP5726,419891.0
LID1727,Sophia,Female,,0,Graduate,No,APP5727,87284.0
LID1728,David,Male,No,1,Graduate,Yes,APP5728,17711.0
LID1729,Sophia,Male,Yes,3+,Graduate,No,APP5729,409966.0
LID1730,David,Female,No,2,Not Graduate,Yes,APP5730,22709.0
LID1731,Olivia,Male,Yes,3+,Not Graduate,Yes,APP5731,69824.0
LID1732,David,Male,Yes,2,Not Graduate,No,APP5732,203105.0
LID1733,Daniel,Female,Yes,2,Not Graduate,No,APP5733,73783.0
LID1734,John,Male,Yes,,Graduate,Yes,APP5734,464602.0
LID1735,Daniel,Female,Yes,1,Not Graduate,,APP5735,49520.0
LID1736,Emily,Male,No,1,Graduate,No,APP5736,269508.0
LID1737,Alice,Male,Yes,2,Not Graduate,Yes,APP5737,404709.0
LID1738,Emily,Male,Yes,1,Graduate,No,APP5738,15566.0
LID1739,Michael,Female,No,3+,Graduate,No,APP5739,
LID1740,Emma,Male,Yes,0,Graduate,,APP5740,322127.0
LID1741,Daniel,Female,No,,Not Graduate,Yes,APP5741,55099.0
LID1742,Emily,Female,No,3+,Graduate,,APP5742,420561.0
LID1743,Emma,Male,No,,Graduate,No,APP5743,440930.0
LID1744,Emma,Male,No,0,Graduate,Yes,APP5744,168677.0
LID1745,Emma,Female,Yes,2,Graduate,Yes,APP5745,227902.0
LID1746,John,Male,,,Not Graduate,Yes,APP5746,17285.0
LID1747,Alice,Male,No,0,Not Graduate,Yes,APP5747,245598.0
LID1748,David,Female,Yes,0,Graduate,No,APP5748,143553.0
LID1749,Emily,Female,No,1,Graduate,,APP5749,307095.0
LID1750,Michael,Female,Yes,1,Graduate,No,APP5750,157692.0
LID1751,Emily,Female,Yes,2,Not Graduate,,APP5751,121524.0
LID1752,David,Male,No,,Not Graduate,No,APP5752,299123.0
LID1753,Olivia,Male,Yes,2,Graduate,Yes,APP5753,154119.0
LID1754,Sophia,Male,,2,Not Graduate,No,APP5754,284552.0
LID1755,Emma,Female,Yes,1,Not Graduate,Yes,APP5755,205492.0
LID1756,Daniel,Female,No,0,Graduate,Yes,APP5756,
LID1757,Daniel,Male,No,,Graduate,Yes,APP5757,211383.0
LID1758,Sophia,Female,No,0,Not Graduate,Yes,APP5758,404874.0
LID1759,Michael,Female,No,1,Graduate,,APP5759,61782.0
LID1760,Daniel,Male,No,1,Not Graduate,No,APP5760,307975.0
LID1761,Sophia,Male,No,0,Graduate,Yes,APP5761,213325.0
LID1762,Sophia,Male,No,0,Not Graduate,Yes,APP5762,239401.0
LID1763,Emma,Female,No,3+,Graduate,Yes,APP5763,300254.0
LID1764,David,Male,Yes,1,Graduate,Yes,APP5764,167849.0
LID1765,David,Female,Yes,0,Not Graduate,Yes,APP5765,429505.0
LID1766,David,Male,No,2,Graduate,Yes,APP5766,48848.0
LID1767,Emily,Female,No,3+,Not Graduate,Yes,APP5767,93738.0
LID1768,Alice,Male,Yes,1,Graduate,No,APP5768,498928.0
LID1769,Emily,Male,Yes,2,Graduate,Yes,APP5769,136055.0
LID1770,Sophia,Male,Yes,0,Graduate,No,APP5770,216390.0
LID1771,Alice,Female,No,3+,Graduate,No,APP5771,253258.0
LID1772,Daniel,Female,No,2,Not Graduate,,APP5772,445218.0
LID1773,Bob,Female,No,0,Not Graduate,No,APP5773,126860.0
LID1774,Emily,Female,Yes,,Graduate,Yes,APP5774,263693.0
LID1775,Emily,Male,Yes,3+,Graduate,No,APP5775,168292.0
LID1776,Emma,Male,,2,Graduate,,APP5776,442425.0
LID1777,David,Female,No,3+,Not Graduate,,APP5777,173528.0
LID1778,Olivia,Male,Yes,3+,Graduate,No,APP5778,318907.0
LID1779,Daniel,Female,No,3+,Not Graduate,Yes,APP5779,7921.0
LID1780,Olivia,Female,No,0,Not Graduate,No,APP5780,114693.0
LID1781,David,Female,No,3+,Graduate,No,APP5781,421649.0
LID1782,Alice,Male,No,2,Graduate,No,APP5782,267047.0
LID1783,Emily,Male,Yes,3+,Graduate,No,APP5783,346840.0
LID1784,David,Female,Yes,3+,Graduate,,APP5784,246891.0
LID1785,Emily,Male,No,0,Not Graduate,No,APP5785,274710.0
LID1786,Sophia,Male,No,3+,Not Graduate,No,APP5786,392807.0
